vin,make,model,year,base_msrp_high
1G6DP5E39C0107021,Cadillac,CTS Sedan,2012,48290
1G6DP5E39D0101219,Cadillac,CTS Sedan,2013,48290
1G6DP5E39D0162201,Cadillac,CTS Sedan,2013,48290
1G6DP5E39D0163610,Cadillac,CTS Sedan,2013,48290
1G6DP5E39D0180052,Cadillac,CTS Sedan,2013,48290
1G6DP5E3XC0112356,Cadillac,CTS Sedan,2012,48290
1G6DP5E3XC0122465,Cadillac,CTS Sedan,2012,48290
1G6DP5E3XC0138651,Cadillac,CTS Sedan,2012,48290
1G6DP5E3XC0153778,Cadillac,CTS Sedan,2012,48290
1G6DP5E3XD0117249,Cadillac,CTS Sedan,2013,48290
1G6DP5E3XD0149604,Cadillac,CTS Sedan,2013,48290
1G6DP5E3XD0177967,Cadillac,CTS Sedan,2013,48290
1G6DP5ED0B0100238,Cadillac,CTS Sedan,2011,47800
1G6DP5ED0B0143879,Cadillac,CTS Sedan,2011,47800
1G6DP5ED0B0159807,Cadillac,CTS Sedan,2011,47800
1G6DP5ED1B0112835,Cadillac,CTS Sedan,2011,47800
1G6DP5ED1B0148556,Cadillac,CTS Sedan,2011,47800
1G6DP5ED1B0155331,Cadillac,CTS Sedan,2011,47800
1G6DP5ED2B0155337,Cadillac,CTS Sedan,2011,47800
1G6DP5ED2B0156410,Cadillac,CTS Sedan,2011,47800
1G6DP5ED3B0169635,Cadillac,CTS Sedan,2011,47800
1G6DP5ED4B0154741,Cadillac,CTS Sedan,2011,47800
1G6DP5ED4B0155291,Cadillac,CTS Sedan,2011,47800
1G6DP5ED4B0169899,Cadillac,CTS Sedan,2011,47800
1G6DP5ED5B0138595,Cadillac,CTS Sedan,2011,47800
1G6DP5ED5B0140914,Cadillac,CTS Sedan,2011,47800
1G6DP5ED5B0151492,Cadillac,CTS Sedan,2011,47800
1G6DP5ED5B0165442,Cadillac,CTS Sedan,2011,47800
1G6DP5ED5B0171368,Cadillac,CTS Sedan,2011,47800
1G6DP5ED6B0137388,Cadillac,CTS Sedan,2011,47800
1G6DP5ED6B0139223,Cadillac,CTS Sedan,2011,47800
1G6DP5ED7B0142843,Cadillac,CTS Sedan,2011,47800
1G6DP5ED7B0158881,Cadillac,CTS Sedan,2011,47800
1G6DP5ED7B0160548,Cadillac,CTS Sedan,2011,47800
1G6DP5ED9B0115983,Cadillac,CTS Sedan,2011,47800
1G6DP5ED9B0153987,Cadillac,CTS Sedan,2011,47800
1G6DP5ED9B0166612,Cadillac,CTS Sedan,2011,47800
1G6DP5EDXB0127074,Cadillac,CTS Sedan,2011,47800
1G6DP5EDXB0129813,Cadillac,CTS Sedan,2011,47800
1G6DP5EDXB0136339,Cadillac,CTS Sedan,2011,47800
1G6DP5EDXB0145039,Cadillac,CTS Sedan,2011,47800
1G6DP5EDXB0147339,Cadillac,CTS Sedan,2011,47800
1G6DP5EV0A0128595,Cadillac,CTS Sedan,2010,46865
1G6DP5EV3A0150395,Cadillac,CTS Sedan,2010,46865
1G6DP5EV4A0111914,Cadillac,CTS Sedan,2010,46865
1G6DP5EV7A0114788,Cadillac,CTS Sedan,2010,46865
1G6DP5EV9A0126330,Cadillac,CTS Sedan,2010,46865
1G6DP5EV9A0133343,Cadillac,CTS Sedan,2010,46865
1G6DP8E37D0162246,Cadillac,CTS Wagon,2013,49750
1G6DP8E39D0147151,Cadillac,CTS Wagon,2013,49750
1G6DP8EV1A0149702,Cadillac,CTS Wagon,2010,48665
1G6DP8EV3A0101327,Cadillac,CTS Wagon,2010,48665
1G6DP8EV4A0106472,Cadillac,CTS Wagon,2010,48665
1G6DP8EV8A0136963,Cadillac,CTS Wagon,2010,48665
1G6DR57V080163963,Cadillac,CTS,2008,35975
1G6DR57V180215214,Cadillac,CTS,2008,35975
1G6DR57V380173497,Cadillac,CTS,2008,35975
1G6DR57V480137723,Cadillac,CTS,2008,35975
1G6DR57V480177834,Cadillac,CTS,2008,35975
1G6DR57V580183772,Cadillac,CTS,2008,35975
1G6DR57V980167817,Cadillac,CTS,2008,35975
1G6DR57VX80140822,Cadillac,CTS,2008,35975
1G6DR57VX80184030,Cadillac,CTS,2008,35975
1G6DR57VX80212893,Cadillac,CTS,2008,35975
1G6DS1E30C0108470,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0110509,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0121039,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0122840,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0124362,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0126130,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0127276,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0131344,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0133188,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0151805,Cadillac,CTS Coupe,2012,50050
1G6DS1E30C0155725,Cadillac,CTS Coupe,2012,50050
1G6DS1E30D0108891,Cadillac,CTS Coupe,2013,45490
1G6DS1E30D0109653,Cadillac,CTS Coupe,2013,50050
1G6DS1E30D0110270,Cadillac,CTS Coupe,2013,50050
1G6DS1E30D0114447,Cadillac,CTS Coupe,2013,50050
1G6DS1E30D0125237,Cadillac,CTS Coupe,2013,50050
1G6DS1E30D0137078,Cadillac,CTS Coupe,2013,50050
1G6DS1E30D0165687,Cadillac,CTS Coupe,2013,50050
1G6DS1E30D0168010,Cadillac,CTS Coupe,2013,50050
1G6DS1E31C0102032,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0102077,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0104914,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0108736,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0109305,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0110020,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0117985,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0119526,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0122801,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0122958,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0123866,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0125276,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0125844,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0129232,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0141204,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0144586,Cadillac,CTS Coupe,2012,50050
1G6DS1E31C0155720,Cadillac,CTS Coupe,2012,44840
1G6DS1E31D0101576,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0109645,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0114926,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0121620,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0130303,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0136375,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0141592,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0144489,Cadillac,CTS Coupe,2013,50050
1G6DS1E31D0168338,Cadillac,CTS Coupe,2013,50050
1G6DS1E32C0102167,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0103660,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0104243,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0105022,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0122113,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0125089,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0127621,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0133080,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0140594,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0142314,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0148341,Cadillac,CTS Coupe,2012,50050
1G6DS1E32C0149196,Cadillac,CTS Coupe,2012,50050
1G6DS1E32D0101036,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0101246,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0103935,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0104387,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0111033,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0111985,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0126762,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0130052,Cadillac,CTS Coupe,2013,50050
1G6DS1E32D0155839,Cadillac,CTS Coupe,2013,45490
1G6DS1E32D0163682,Cadillac,CTS Coupe,2013,50050
1G6DS1E33C0100251,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0101030,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0102209,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0108124,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0110357,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0110360,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0112559,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0121553,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0125201,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0137431,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0137770,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0139650,Cadillac,CTS Coupe,2012,50050
1G6DS1E33C0140572,Cadillac,CTS Coupe,2012,44840
1G6DS1E33C0150051,Cadillac,CTS Coupe,2012,50050
1G6DS1E33D0105452,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0109551,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0110635,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0119402,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0119805,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0124924,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0133770,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0146681,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0163075,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0163318,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0175114,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0176764,Cadillac,CTS Coupe,2013,50050
1G6DS1E33D0176974,Cadillac,CTS Coupe,2013,50050
1G6DS1E34C0104034,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0105832,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0107175,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0109220,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0109931,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0119519,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0122288,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0125403,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0130150,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0131718,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0137339,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0142542,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0146252,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0147899,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0150883,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0157509,Cadillac,CTS Coupe,2012,50050
1G6DS1E34C0158577,Cadillac,CTS Coupe,2012,50050
1G6DS1E34D0103726,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0104665,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0110451,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0110904,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0112412,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0112653,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0114533,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0122342,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0128772,Cadillac,CTS Coupe,2013,50050
1G6DS1E34D0171198,Cadillac,CTS Coupe,2013,50050
1G6DS1E35C0101000,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0101482,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0101904,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0104639,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0105743,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0106407,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0107685,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0110635,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0117553,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0122400,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0123627,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0125720,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0128827,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0133848,Cadillac,CTS Coupe,2012,50050
1G6DS1E35C0148477,Cadillac,CTS Coupe,2012,50050
1G6DS1E35D0102911,Cadillac,CTS Coupe,2013,50050
1G6DS1E35D0103816,Cadillac,CTS Coupe,2013,50050
1G6DS1E35D0109079,Cadillac,CTS Coupe,2013,50050
1G6DS1E35D0111611,Cadillac,CTS Coupe,2013,45490
1G6DS1E35D0121927,Cadillac,CTS Coupe,2013,50050
1G6DS1E35D0144687,Cadillac,CTS Coupe,2013,50050
1G6DS1E35D0152336,Cadillac,CTS Coupe,2013,50050
1G6DS1E35D0163062,Cadillac,CTS Coupe,2013,50050
1G6DS1E35D0169475,Cadillac,CTS Coupe,2013,50050
1G6DS1E36C0104603,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0105492,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0107954,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0115732,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0120946,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0122227,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0123930,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0131798,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0141683,Cadillac,CTS Coupe,2012,50050
1G6DS1E36C0150190,Cadillac,CTS Coupe,2012,50050
1G6DS1E36D0101475,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0104084,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0106997,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0109379,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0115182,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0119426,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0124089,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0127106,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0150479,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0159117,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0167525,Cadillac,CTS Coupe,2013,50050
1G6DS1E36D0174233,Cadillac,CTS Coupe,2013,50050
1G6DS1E37C0104822,Cadillac,CTS Coupe,2012,50050
1G6DS1E37C0105811,Cadillac,CTS Coupe,2012,50050
1G6DS1E37C0111804,Cadillac,CTS Coupe,2012,44840
1G6DS1E37C0120230,Cadillac,CTS Coupe,2012,50050
1G6DS1E37C0121717,Cadillac,CTS Coupe,2012,50050
1G6DS1E37C0127288,Cadillac,CTS Coupe,2012,50050
1G6DS1E37C0129090,Cadillac,CTS Coupe,2012,50050
1G6DS1E37C0132958,Cadillac,CTS Coupe,2012,50050
1G6DS1E37C0136623,Cadillac,CTS Coupe,2012,50050
1G6DS1E37D0117927,Cadillac,CTS Coupe,2013,50050
1G6DS1E37D0143024,Cadillac,CTS Coupe,2013,50050
1G6DS1E37D0149647,Cadillac,CTS Coupe,2013,50050
1G6DS1E37D0156629,Cadillac,CTS Coupe,2013,50050
1G6DS1E37D0166657,Cadillac,CTS Coupe,2013,50050
1G6DS1E38C0100536,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0102500,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0103159,Cadillac,CTS Coupe,2012,44840
1G6DS1E38C0103162,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0104358,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0109074,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0110046,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0119328,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0119961,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0122276,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0123136,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0125999,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0130376,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0133987,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0136632,Cadillac,CTS Coupe,2012,50050
1G6DS1E38C0142091,Cadillac,CTS Coupe,2012,50050
1G6DS1E38D0105012,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0105365,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0105477,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0106550,Cadillac,CTS Coupe,2013,45490
1G6DS1E38D0108623,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0111585,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0127723,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0139578,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0151732,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0158468,Cadillac,CTS Coupe,2013,50050
1G6DS1E38D0160897,Cadillac,CTS Coupe,2013,50050
1G6DS1E39C0101226,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0102943,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0108466,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0113165,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0116602,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0116664,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0124456,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0124750,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0128278,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0131598,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0133769,Cadillac,CTS Coupe,2012,50050
1G6DS1E39C0138244,Cadillac,CTS Coupe,2012,50050
1G6DS1E39D0106220,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0108775,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0114043,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0119758,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0139024,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0149701,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0161296,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0168359,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0169561,Cadillac,CTS Coupe,2013,50050
1G6DS1E39D0172377,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XC0102305,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0102854,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0105656,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0107813,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0119136,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0120514,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0120769,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0127222,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0127916,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0128404,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0133649,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0157157,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XC0158485,Cadillac,CTS Coupe,2012,50050
1G6DS1E3XD0104492,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XD0127190,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XD0129439,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XD0135922,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XD0142756,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XD0155605,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XD0163252,Cadillac,CTS Coupe,2013,50050
1G6DS1E3XD0166913,Cadillac,CTS Coupe,2013,50050
1G6DS1ED0B0113403,Cadillac,CTS Coupe,2011,49110
1G6DS1ED0B0152007,Cadillac,CTS Coupe,2011,49110
1G6DS1ED0B0160043,Cadillac,CTS Coupe,2011,49110
1G6DS1ED0B0160561,Cadillac,CTS Coupe,2011,49110
1G6DS1ED0B0163427,Cadillac,CTS Coupe,2011,49110
1G6DS1ED0B0170216,Cadillac,CTS Coupe,2011,49110
1G6DS1ED0B0171480,Cadillac,CTS Coupe,2011,49110
1G6DS1ED1B0102488,Cadillac,CTS Coupe,2011,49110
1G6DS1ED1B0107710,Cadillac,CTS Coupe,2011,49110
1G6DS1ED1B0120179,Cadillac,CTS Coupe,2011,49110
1G6DS1ED1B0121431,Cadillac,CTS Coupe,2011,49110
1G6DS1ED1B0134406,Cadillac,CTS Coupe,2011,49110
1G6DS1ED1B0153862,Cadillac,CTS Coupe,2011,49110
1G6DS1ED1B0160200,Cadillac,CTS Coupe,2011,49110
