vin,make,model,year,base_msrp_high
1G6DS5E3XD0117234,Cadillac,CTS Sedan,2013,50190
1G6DS5E3XD0119629,Cadillac,CTS Sedan,2013,50190
1G6DS5E3XD0143090,Cadillac,CTS Sedan,2013,50190
1G6DS5E3XD0156857,Cadillac,CTS Sedan,2013,50190
1G6DS5E3XD0179703,Cadillac,CTS Sedan,2013,50190
1G6DS5ED0B0104935,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0118205,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0145596,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0148725,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0152581,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0155268,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0156615,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0163516,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0164262,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0168652,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0169235,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0170028,Cadillac,CTS Sedan,2011,49700
1G6DS5ED0B0171180,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0137149,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0142187,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0151701,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0151813,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0154999,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0157143,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0158356,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0159765,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0162326,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0166926,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0168790,Cadillac,CTS Sedan,2011,49700
1G6DS5ED1B0169213,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0101065,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0101289,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0110493,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0143882,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0144532,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0156471,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0160746,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0162612,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0162979,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0165140,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0165896,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0167860,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0169642,Cadillac,CTS Sedan,2011,49700
1G6DS5ED2B0171231,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0105173,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0129778,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0136942,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0149416,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0155510,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0160464,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0160996,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0162568,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0163588,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0166345,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0166832,Cadillac,CTS Sedan,2011,49700
1G6DS5ED3B0168290,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0152454,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0154768,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0155774,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0155807,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0156598,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0159565,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0163115,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0163194,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0168198,Cadillac,CTS Sedan,2011,49700
1G6DS5ED4B0168640,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0103618,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0119267,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0137333,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0143262,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0151782,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0156349,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0158344,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0161521,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0162345,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0162961,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0163608,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0163897,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0164290,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0168081,Cadillac,CTS Sedan,2011,49700
1G6DS5ED5B0171031,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0111890,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0118242,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0134134,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0141987,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0142587,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0142704,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0149426,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0156392,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0157378,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0157591,Cadillac,CTS Sedan,2011,49700
1G6DS5ED6B0160300,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0101028,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0101210,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0107735,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0123644,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0124910,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0136944,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0151668,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0159642,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0163660,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0164226,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0169605,Cadillac,CTS Sedan,2011,49700
1G6DS5ED7B0170074,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0118324,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0121899,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0141425,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0147175,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0152375,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0152554,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0158869,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0159715,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0160525,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0161741,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0163165,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0163621,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0164011,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0165742,Cadillac,CTS Sedan,2011,49700
1G6DS5ED8B0166616,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0101189,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0118560,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0125928,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0131664,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0138159,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0142017,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0147587,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0152207,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0154488,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0158847,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0160758,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0161098,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0164292,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0164535,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0165135,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0166138,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0166298,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0168228,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0169332,Cadillac,CTS Sedan,2011,49700
1G6DS5ED9B0170173,Cadillac,CTS Sedan,2011,49700
1G6DS5EDXB0134895,Cadillac,CTS Sedan,2011,49700
1G6DS5EDXB0152314,Cadillac,CTS Sedan,2011,49700
1G6DS5EDXB0154063,Cadillac,CTS Sedan,2011,49700
1G6DS5EDXB0158534,Cadillac,CTS Sedan,2011,49700
1G6DS5EDXB0159540,Cadillac,CTS Sedan,2011,49700
1G6DS5EDXB0164107,Cadillac,CTS Sedan,2011,49700
1G6DS5EDXB0164513,Cadillac,CTS Sedan,2011,49700
1G6DS5EV0A0100875,Cadillac,CTS Sedan,2010,48765
1G6DS5EV0A0102822,Cadillac,CTS Sedan,2010,48765
1G6DS5EV0A0110791,Cadillac,CTS Sedan,2010,48765
1G6DS5EV0A0116591,Cadillac,CTS Sedan,2010,48765
1G6DS5EV1A0100464,Cadillac,CTS Sedan,2010,48765
1G6DS5EV2A0132730,Cadillac,CTS Sedan,2010,48765
1G6DS5EV4A0110129,Cadillac,CTS Sedan,2010,48765
1G6DS5EV6A0109323,Cadillac,CTS Sedan,2010,48765
1G6DS5EV6A0132181,Cadillac,CTS Sedan,2010,48765
1G6DS5EV7A0135185,Cadillac,CTS Sedan,2010,48765
1G6DS5EV8A0102616,Cadillac,CTS Sedan,2010,48765
1G6DS5EV8A0105483,Cadillac,CTS Sedan,2010,48765
1G6DS5EV9A0114046,Cadillac,CTS Sedan,2010,48765
1G6DS5EVXA0101449,Cadillac,CTS Sedan,2010,48765
1G6DS5EVXA0112726,Cadillac,CTS Sedan,2010,48765
1G6DS5EVXA0113200,Cadillac,CTS Sedan,2010,48765
1G6DS8E31C0114206,Cadillac,CTS Wagon,2012,51650
1G6DS8E38D0162352,Cadillac,CTS Wagon,2013,54840
1G6DS8E39C0117869,Cadillac,CTS Wagon,2012,54485
1G6DS8E39C0124420,Cadillac,CTS Wagon,2012,51650
1G6DS8E39C0132758,Cadillac,CTS Wagon,2012,51650
1G6DS8E3XD0147836,Cadillac,CTS Wagon,2013,51650
1G6DS8E3XD0153507,Cadillac,CTS Wagon,2013,51650
1G6DS8ED1B0159072,Cadillac,CTS Wagon,2011,51165
1G6DS8ED3B0170767,Cadillac,CTS Wagon,2011,51165
1G6DS8ED6B0161481,Cadillac,CTS Wagon,2011,51165
1G6DS8ED6B0169127,Cadillac,CTS Wagon,2011,51165
1G6DS8ED7B0166107,Cadillac,CTS Wagon,2011,51165
1G6DS8EDXB0163220,Cadillac,CTS Wagon,2011,51165
1G6DS8EV0A0135143,Cadillac,CTS Wagon,2010,50565
1G6DS8EV4A0110665,Cadillac,CTS Wagon,2010,50565
1G6DS8EV8A0116937,Cadillac,CTS Wagon,2010,50565
1G6DT57V080129961,Cadillac,CTS,2008,35975
1G6DT57V080167786,Cadillac,CTS,2008,35975
1G6DT57V190103595,Cadillac,CTS,2009,40760
1G6DT57V190104472,Cadillac,CTS,2009,40760
1G6DT57V190143126,Cadillac,CTS,2009,40760
1G6DT57V280136507,Cadillac,CTS,2008,35975
1G6DT57V280140931,Cadillac,CTS,2008,35975
1G6DT57V290111818,Cadillac,CTS,2009,40760
1G6DT57V290118445,Cadillac,CTS,2009,40760
1G6DT57V290123581,Cadillac,CTS,2009,40760
1G6DT57V290132328,Cadillac,CTS,2009,40760
1G6DT57V290139991,Cadillac,CTS,2009,40760
1G6DT57V290150103,Cadillac,CTS,2009,40760
1G6DT57V380152828,Cadillac,CTS,2008,35975
1G6DT57V380162839,Cadillac,CTS,2008,35975
1G6DT57V390123153,Cadillac,CTS,2009,40760
1G6DT57V390127185,Cadillac,CTS,2009,40760
1G6DT57V390161496,Cadillac,CTS,2009,40760
1G6DT57V480141725,Cadillac,CTS,2008,35975
1G6DT57V480161084,Cadillac,CTS,2008,35975
1G6DT57V480172361,Cadillac,CTS,2008,35975
1G6DT57V490147932,Cadillac,CTS,2009,40760
1G6DT57V490153245,Cadillac,CTS,2009,40760
1G6DT57V490170630,Cadillac,CTS,2009,40760
1G6DT57V580144505,Cadillac,CTS,2008,35975
1G6DT57V580169095,Cadillac,CTS,2008,35975
1G6DT57V590128659,Cadillac,CTS,2009,40760
1G6DT57V590172998,Cadillac,CTS,2009,40760
1G6DT57V680195365,Cadillac,CTS,2008,35975
1G6DT57V690120294,Cadillac,CTS,2009,40760
1G6DT57V690139315,Cadillac,CTS,2009,40760
1G6DT57V780144957,Cadillac,CTS,2008,35975
1G6DT57V780165887,Cadillac,CTS,2008,35975
1G6DT57V790114925,Cadillac,CTS,2009,40760
1G6DT57V890128610,Cadillac,CTS,2009,40760
1G6DT57V890129546,Cadillac,CTS,2009,40760
1G6DT57V890131877,Cadillac,CTS,2009,40760
1G6DT57V890155953,Cadillac,CTS,2009,40760
1G6DT57V980167124,Cadillac,CTS,2008,35975
1G6DT57V980190810,Cadillac,CTS,2008,35975
1G6DT57V990107216,Cadillac,CTS,2009,40760
1G6DT57V990112514,Cadillac,CTS,2009,40760
1G6DT57VX80169481,Cadillac,CTS,2008,35975
1G6DT57VX90107628,Cadillac,CTS,2009,40760
1G6DT57VX90117205,Cadillac,CTS,2009,47775
1G6DT57VX90119326,Cadillac,CTS,2009,40760
1G6DT57VX90121206,Cadillac,CTS,2009,40760
1G6DT57VX90153069,Cadillac,CTS,2009,40760
1G6DT57VX90157008,Cadillac,CTS,2009,40760
1G6DU57V290104008,Cadillac,CTS,2009,38860
1G6DU57V290131046,Cadillac,CTS,2009,38860
1G6DU57V290152799,Cadillac,CTS,2009,38860
1G6DU57V290166752,Cadillac,CTS,2009,38860
1G6DU57V390131704,Cadillac,CTS,2009,38860
1G6DU57V390132187,Cadillac,CTS,2009,38860
1G6DU57V490158930,Cadillac,CTS,2009,38860
1G6DU57V590167362,Cadillac,CTS,2009,38860
1G6DU57V690126481,Cadillac,CTS,2009,38860
1G6DU57V790158176,Cadillac,CTS,2009,38860
1G6DU57V790168304,Cadillac,CTS,2009,38860
1G6DU57V890100710,Cadillac,CTS,2009,38860
1G6DU57V890157652,Cadillac,CTS,2009,38860
1G6DU57V990120173,Cadillac,CTS,2009,38860
1G6DU57V990160320,Cadillac,CTS,2009,38860
1G6DU57V990167588,Cadillac,CTS,2009,38860
1G6DU57VX90153182,Cadillac,CTS,2009,38860
1G6DU57VX90168054,Cadillac,CTS,2009,38860
1G6DU6EA4A0124111,Cadillac,STS,2010,68785
1G6DU6EAXA0115350,Cadillac,STS,2010,56345
1G6DU6ED3B0110471,Cadillac,STS,2011,47280
1G6DU6ED3B0115802,Cadillac,STS,2011,47280
1G6DU6ED4B0115694,Cadillac,STS,2011,47280
1G6DU6ED9B0101385,Cadillac,STS,2011,47280
1G6DU6ED9B0110698,Cadillac,STS,2011,47280
1G6DU6ED9B0111222,Cadillac,STS,2011,47280
1G6DU6ED9B0114573,Cadillac,STS,2011,47280
1G6DU6EV0A0128112,Cadillac,STS,2010,50385
1G6DU6EV1A0108869,Cadillac,STS,2010,50385
1G6DU6EV1A0150846,Cadillac,STS,2010,55945
1G6DU6EV2A0150645,Cadillac,STS,2010,55945
1G6DU6EV3A0108761,Cadillac,STS,2010,46845
1G6DU6EV3A0125804,Cadillac,STS,2010,50385
1G6DU6EV6A0143777,Cadillac,STS,2010,46845
1G6DU6EV8A0105371,Cadillac,STS,2010,50385
1G6DU6EV8A0139407,Cadillac,STS,2010,55945
1G6DU6EV9A0101135,Cadillac,STS,2010,46845
1G6DU6EV9A0134071,Cadillac,STS,2010,46845
1G6DU6EVXA0101810,Cadillac,STS,2010,50385
1G6DU6EVXA0106103,Cadillac,STS,2010,50385
1G6DU6EVXA0132717,Cadillac,STS,2010,50385
1G6DU6EVXA0144396,Cadillac,STS,2010,55945
1G6DV1EP0B0111667,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0112401,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0118053,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0120384,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0123995,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0124368,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0127271,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0128159,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0B0131594,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP0C0110777,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP0C0118345,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP0C0124694,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP0C0125375,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP0C0130544,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP0C0153323,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP0D0100008,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP0D0102857,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP0D0104463,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP0D0106598,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP0D0108741,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP0D0111994,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP0D0129881,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP0E0124889,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP0E0162669,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP0F0100593,Cadillac,CTS-V Coupe,2015,69900
1G6DV1EP1B0102363,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0124007,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0124380,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0142894,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0146203,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0153569,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0153751,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0154009,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1B0168119,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP1C0145750,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP1D0106643,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP1D0134068,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP1D0147922,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP1D0159990,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP1D0162372,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP1E0158212,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2B0109161,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP2B0129412,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP2B0136991,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP2B0152432,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP2B0156965,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP2B0157999,Cadillac,CTS-V Coupe,2011,62360
1G6DV1EP2C0117925,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP2C0124468,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP2C0141819,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP2C0143733,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP2C0147426,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP2C0150973,Cadillac,CTS-V Coupe,2012,63215
1G6DV1EP2D0114556,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP2D0125945,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP2D0126528,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP2D0151879,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP2D0154796,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP2D0154880,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP2D0172120,Cadillac,CTS-V Coupe,2013,63215
1G6DV1EP2E0104739,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2E0111433,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2E0116888,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2E0117796,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2E0123176,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2E0171275,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2E0174693,Cadillac,CTS-V Coupe,2014,63600
1G6DV1EP2F0100255,Cadillac,CTS-V Coupe,2015,69900
1G6DV1EP2F0100286,Cadillac,CTS-V Coupe,2015,69900
